IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
162.159.255.197,4,4,0.00,25.49,0.00,N/A
104.16.97.224,4,4,0.00,25.50,0.00,N/A
172.66.152.105,4,4,0.00,25.50,0.00,N/A
172.67.119.76,4,4,0.00,25.51,0.00,N/A
104.16.96.66,4,4,0.00,25.51,0.00,N/A
104.20.37.76,4,4,0.00,25.53,0.00,N/A
172.64.92.46,4,4,0.00,25.53,0.00,N/A
104.25.131.72,4,4,0.00,25.53,0.00,N/A
172.67.223.50,4,4,0.00,25.53,0.00,N/A
104.25.119.158,4,4,0.00,25.54,0.00,N/A
172.67.74.192,4,4,0.00,25.55,0.00,N/A
162.159.240.166,4,4,0.00,25.55,0.00,N/A
104.25.121.106,4,4,0.00,25.55,0.00,N/A
172.67.168.117,4,4,0.00,25.56,0.00,N/A
172.66.160.206,4,4,0.00,25.57,0.00,N/A
104.25.178.173,4,4,0.00,25.57,0.00,N/A
172.66.214.117,4,4,0.00,25.57,0.00,N/A
172.67.100.73,4,4,0.00,25.58,0.00,N/A
162.159.40.61,4,4,0.00,25.60,0.00,N/A
104.19.48.124,4,4,0.00,25.61,0.00,N/A
104.25.64.7,4,4,0.00,25.61,0.00,N/A
104.21.11.231,4,4,0.00,25.62,0.00,N/A
104.21.12.1,4,4,0.00,25.62,0.00,N/A
162.159.32.153,4,4,0.00,25.62,0.00,N/A
172.66.41.150,4,4,0.00,25.63,0.00,N/A
104.16.0.85,4,4,0.00,25.63,0.00,N/A
104.27.104.76,4,4,0.00,25.63,0.00,N/A
104.21.108.120,4,4,0.00,25.63,0.00,N/A
172.67.186.190,4,4,0.00,25.64,0.00,N/A
104.21.69.27,4,4,0.00,25.64,0.00,N/A
104.21.9.174,4,4,0.00,25.65,0.00,N/A
104.21.7.159,4,4,0.00,25.66,0.00,N/A
104.21.66.58,4,4,0.00,25.67,0.00,N/A
104.21.3.102,4,4,0.00,25.67,0.00,N/A
104.16.11.238,4,4,0.00,25.68,0.00,N/A
104.17.99.25,4,4,0.00,25.68,0.00,N/A
172.65.55.248,4,4,0.00,25.68,0.00,N/A
172.66.1.65,4,4,0.00,25.69,0.00,N/A
104.25.1.199,4,4,0.00,25.69,0.00,N/A
172.66.169.18,4,4,0.00,25.69,0.00,N/A
104.21.6.249,4,4,0.00,25.72,0.00,N/A
104.16.19.64,4,4,0.00,25.72,0.00,N/A
172.65.169.85,4,4,0.00,25.72,0.00,N/A
104.25.245.92,4,4,0.00,25.74,0.00,N/A
104.16.23.209,4,4,0.00,25.75,0.00,N/A
104.21.71.136,4,4,0.00,25.75,0.00,N/A
104.25.88.99,4,4,0.00,25.76,0.00,N/A
104.25.83.23,4,4,0.00,25.77,0.00,N/A
172.66.141.33,4,4,0.00,25.78,0.00,N/A
104.20.21.181,4,4,0.00,25.78,0.00,N/A
104.20.41.72,4,4,0.00,25.81,0.00,N/A
104.24.251.59,4,4,0.00,25.81,0.00,N/A
104.20.19.107,4,4,0.00,25.82,0.00,N/A
104.16.7.139,4,4,0.00,25.82,0.00,N/A
172.66.212.225,4,4,0.00,25.82,0.00,N/A
172.64.33.49,4,4,0.00,25.84,0.00,N/A
172.67.104.155,4,4,0.00,25.84,0.00,N/A
104.20.25.221,4,4,0.00,25.85,0.00,N/A
104.20.36.253,4,4,0.00,25.87,0.00,N/A
104.19.200.241,4,4,0.00,25.88,0.00,N/A
172.66.204.164,4,4,0.00,25.88,0.00,N/A
104.16.3.82,4,4,0.00,25.89,0.00,N/A
172.67.211.171,4,4,0.00,25.90,0.00,N/A
172.64.48.96,4,4,0.00,25.91,0.00,N/A
104.20.33.236,4,4,0.00,25.91,0.00,N/A
172.64.76.26,4,4,0.00,25.93,0.00,N/A
104.19.16.187,4,4,0.00,25.93,0.00,N/A
172.66.203.7,4,4,0.00,25.94,0.00,N/A
104.20.30.82,4,4,0.00,25.96,0.00,N/A
172.67.191.251,4,4,0.00,25.97,0.00,N/A
104.19.206.171,4,4,0.00,25.97,0.00,N/A
104.16.225.98,4,4,0.00,25.97,0.00,N/A
172.67.220.6,4,4,0.00,25.97,0.00,N/A
172.65.219.138,4,4,0.00,25.97,0.00,N/A
172.66.139.251,4,4,0.00,25.97,0.00,N/A
172.66.176.242,4,4,0.00,25.98,0.00,N/A
104.19.27.218,4,4,0.00,25.99,0.00,N/A
172.65.221.142,4,4,0.00,25.99,0.00,N/A
104.27.15.109,4,4,0.00,26.00,0.00,N/A
104.27.34.23,4,4,0.00,26.01,0.00,N/A
104.17.21.132,4,4,0.00,26.02,0.00,N/A
104.19.30.113,4,4,0.00,26.03,0.00,N/A
104.21.62.93,4,4,0.00,26.03,0.00,N/A
172.66.210.119,4,4,0.00,26.04,0.00,N/A
104.21.70.233,4,4,0.00,26.04,0.00,N/A
104.16.197.194,4,4,0.00,26.05,0.00,N/A
172.67.179.116,4,4,0.00,26.05,0.00,N/A
104.16.223.14,4,4,0.00,26.06,0.00,N/A
104.21.26.6,4,4,0.00,26.06,0.00,N/A
104.21.124.128,4,4,0.00,26.06,0.00,N/A
104.19.10.20,4,4,0.00,26.06,0.00,N/A
104.25.215.53,4,4,0.00,26.08,0.00,N/A
104.21.60.76,4,4,0.00,26.09,0.00,N/A
172.66.171.239,4,4,0.00,26.09,0.00,N/A
104.21.47.151,4,4,0.00,26.10,0.00,N/A
104.25.141.131,4,4,0.00,26.11,0.00,N/A
172.66.197.198,4,4,0.00,26.12,0.00,N/A
172.67.144.2,4,4,0.00,26.13,0.00,N/A
104.21.48.27,4,4,0.00,26.13,0.00,N/A
104.16.89.207,4,4,0.00,26.15,0.00,N/A
104.19.46.46,4,4,0.00,26.16,0.00,N/A
104.16.190.37,4,4,0.00,26.16,0.00,N/A
104.16.210.102,4,4,0.00,26.18,0.00,N/A
104.21.51.24,4,4,0.00,26.18,0.00,N/A
104.21.231.223,4,4,0.00,26.19,0.00,N/A
104.16.144.117,4,4,0.00,26.19,0.00,N/A
172.67.111.117,4,4,0.00,26.19,0.00,N/A
172.66.150.129,4,4,0.00,26.19,0.00,N/A
104.21.221.249,4,4,0.00,26.20,0.00,N/A
172.66.194.96,4,4,0.00,26.22,0.00,N/A
104.21.61.158,4,4,0.00,26.23,0.00,N/A
104.27.81.204,4,4,0.00,26.24,0.00,N/A
104.19.5.3,4,4,0.00,26.24,0.00,N/A
172.65.161.206,4,4,0.00,26.26,0.00,N/A
104.17.215.67,4,4,0.00,26.26,0.00,N/A
172.66.202.107,4,4,0.00,26.26,0.00,N/A
104.18.237.82,4,4,0.00,26.27,0.00,N/A
104.21.59.235,4,4,0.00,26.27,0.00,N/A
172.66.162.39,4,4,0.00,26.28,0.00,N/A
104.17.95.54,4,4,0.00,26.28,0.00,N/A
172.64.96.85,4,4,0.00,26.29,0.00,N/A
104.21.120.214,4,4,0.00,26.29,0.00,N/A
104.18.69.49,4,4,0.00,26.32,0.00,N/A
172.67.189.56,4,4,0.00,26.32,0.00,N/A
104.21.121.24,4,4,0.00,26.33,0.00,N/A
172.67.160.37,4,4,0.00,26.33,0.00,N/A
104.21.53.143,4,4,0.00,26.34,0.00,N/A
104.25.43.131,4,4,0.00,26.34,0.00,N/A
104.17.210.26,4,4,0.00,26.36,0.00,N/A
104.18.239.65,4,4,0.00,26.37,0.00,N/A
172.66.43.84,4,4,0.00,26.37,0.00,N/A
162.159.250.253,4,4,0.00,26.37,0.00,N/A
104.18.245.167,4,4,0.00,26.37,0.00,N/A
162.159.228.254,4,4,0.00,26.37,0.00,N/A
104.16.99.207,4,4,0.00,26.38,0.00,N/A
104.21.40.235,4,4,0.00,26.38,0.00,N/A
104.19.18.226,4,4,0.00,26.39,0.00,N/A
162.159.239.185,4,4,0.00,26.40,0.00,N/A
104.19.7.189,4,4,0.00,26.42,0.00,N/A
104.19.19.92,4,4,0.00,26.42,0.00,N/A
104.27.61.107,4,4,0.00,26.42,0.00,N/A
104.27.203.35,4,4,0.00,26.42,0.00,N/A
104.21.239.170,4,4,0.00,26.43,0.00,N/A
104.21.13.16,4,4,0.00,26.44,0.00,N/A
104.21.112.47,4,4,0.00,26.45,0.00,N/A
104.21.110.175,4,4,0.00,26.46,0.00,N/A
172.66.167.35,4,4,0.00,26.46,0.00,N/A
104.21.122.30,4,4,0.00,26.46,0.00,N/A
104.18.209.13,4,4,0.00,26.48,0.00,N/A
172.66.137.66,4,4,0.00,26.49,0.00,N/A
104.17.219.243,4,4,0.00,26.50,0.00,N/A
104.16.117.80,4,4,0.00,26.50,0.00,N/A
172.67.173.231,4,4,0.00,26.50,0.00,N/A
104.25.123.190,4,4,0.00,26.50,0.00,N/A
104.18.216.150,4,4,0.00,26.51,0.00,N/A
104.17.61.70,4,4,0.00,26.51,0.00,N/A
104.21.233.61,4,4,0.00,26.52,0.00,N/A
104.21.30.165,4,4,0.00,26.52,0.00,N/A
172.65.175.213,4,4,0.00,26.53,0.00,N/A
104.16.200.40,4,4,0.00,26.53,0.00,N/A
104.16.118.124,4,4,0.00,26.54,0.00,N/A
104.21.65.26,4,4,0.00,26.54,0.00,N/A
104.18.199.213,4,4,0.00,26.55,0.00,N/A
104.16.151.184,4,4,0.00,26.55,0.00,N/A
172.64.90.97,4,4,0.00,26.56,0.00,N/A
172.67.252.84,4,4,0.00,26.56,0.00,N/A
104.16.209.81,4,4,0.00,26.57,0.00,N/A
172.66.201.102,4,4,0.00,26.59,0.00,N/A
104.25.96.40,4,4,0.00,26.59,0.00,N/A
172.66.128.196,4,4,0.00,26.63,0.00,N/A
104.21.17.154,4,4,0.00,26.63,0.00,N/A
104.18.253.109,4,4,0.00,26.63,0.00,N/A
104.21.5.153,4,4,0.00,26.64,0.00,N/A
104.25.167.170,4,4,0.00,26.64,0.00,N/A
104.21.45.115,4,4,0.00,26.64,0.00,N/A
104.27.196.186,4,4,0.00,26.66,0.00,N/A
104.21.119.142,4,4,0.00,26.67,0.00,N/A
104.21.125.59,4,4,0.00,26.68,0.00,N/A
104.21.213.23,4,4,0.00,26.68,0.00,N/A
104.21.29.56,4,4,0.00,26.68,0.00,N/A
104.21.223.61,4,4,0.00,26.68,0.00,N/A
104.18.206.190,4,4,0.00,26.69,0.00,N/A
172.66.140.41,4,4,0.00,26.70,0.00,N/A
104.16.14.206,4,4,0.00,26.70,0.00,N/A
104.19.145.6,4,4,0.00,26.71,0.00,N/A
104.21.109.217,4,4,0.00,26.73,0.00,N/A
104.21.22.159,4,4,0.00,26.74,0.00,N/A
104.25.239.7,4,4,0.00,26.74,0.00,N/A
104.17.11.248,4,4,0.00,26.75,0.00,N/A
104.21.1.187,4,4,0.00,26.77,0.00,N/A
104.25.77.214,4,4,0.00,26.78,0.00,N/A
104.18.73.199,4,4,0.00,26.78,0.00,N/A
104.16.220.134,4,4,0.00,26.78,0.00,N/A
104.18.180.150,4,4,0.00,26.78,0.00,N/A
104.18.178.179,4,4,0.00,26.79,0.00,N/A
162.159.38.147,4,4,0.00,26.79,0.00,N/A
172.65.177.232,4,4,0.00,26.80,0.00,N/A
104.16.1.26,4,4,0.00,26.81,0.00,N/A
104.18.151.234,4,4,0.00,26.81,0.00,N/A
104.25.73.27,4,4,0.00,26.81,0.00,N/A
104.17.173.212,4,4,0.00,26.81,0.00,N/A
172.65.58.33,4,4,0.00,26.83,0.00,N/A
104.18.250.45,4,4,0.00,26.83,0.00,N/A
104.18.189.129,4,4,0.00,26.83,0.00,N/A
104.18.167.189,4,4,0.00,26.84,0.00,N/A
162.159.153.178,4,4,0.00,26.84,0.00,N/A
104.17.57.182,4,4,0.00,26.84,0.00,N/A
104.16.250.62,4,4,0.00,26.87,0.00,N/A
104.19.179.67,4,4,0.00,26.87,0.00,N/A
104.17.80.53,4,4,0.00,26.88,0.00,N/A
104.19.29.187,4,4,0.00,26.89,0.00,N/A
172.66.129.181,4,4,0.00,26.89,0.00,N/A
141.101.113.173,4,4,0.00,26.89,0.00,N/A
104.18.247.105,4,4,0.00,26.90,0.00,N/A
104.16.18.77,4,4,0.00,26.90,0.00,N/A
104.20.20.233,4,4,0.00,26.93,0.00,N/A
172.65.230.223,4,4,0.00,26.93,0.00,N/A
104.19.147.7,4,4,0.00,26.94,0.00,N/A
172.67.140.131,4,4,0.00,26.95,0.00,N/A
104.21.15.81,4,4,0.00,26.98,0.00,N/A
162.159.236.146,4,4,0.00,26.98,0.00,N/A
104.21.56.59,4,4,0.00,26.98,0.00,N/A
104.16.169.167,4,4,0.00,26.99,0.00,N/A
104.18.128.77,4,4,0.00,26.99,0.00,N/A
172.64.36.0,4,4,0.00,27.00,0.00,N/A
198.41.207.148,4,4,0.00,27.00,0.00,N/A
104.17.190.110,4,4,0.00,27.00,0.00,N/A
104.25.71.37,4,4,0.00,27.00,0.00,N/A
162.159.13.152,4,4,0.00,27.01,0.00,N/A
162.159.254.136,4,4,0.00,27.01,0.00,N/A
104.16.174.80,4,4,0.00,27.01,0.00,N/A
104.27.54.178,4,4,0.00,27.02,0.00,N/A
104.19.163.128,4,4,0.00,27.03,0.00,N/A
104.21.126.167,4,4,0.00,27.04,0.00,N/A
172.66.44.69,4,4,0.00,27.06,0.00,N/A
172.65.213.215,4,4,0.00,27.06,0.00,N/A
104.21.220.232,4,4,0.00,27.07,0.00,N/A
104.19.164.203,4,4,0.00,27.08,0.00,N/A
162.159.152.78,4,4,0.00,27.08,0.00,N/A
172.67.120.178,4,4,0.00,27.08,0.00,N/A
172.66.165.91,4,4,0.00,27.08,0.00,N/A
104.25.31.195,4,4,0.00,27.08,0.00,N/A
172.66.146.183,4,4,0.00,27.12,0.00,N/A
104.27.198.8,4,4,0.00,27.12,0.00,N/A
172.66.131.61,4,4,0.00,27.13,0.00,N/A
172.66.134.5,4,4,0.00,27.13,0.00,N/A
104.19.137.225,4,4,0.00,27.13,0.00,N/A
172.65.181.94,4,4,0.00,27.13,0.00,N/A
104.18.146.95,4,4,0.00,27.13,0.00,N/A
104.21.41.124,4,4,0.00,27.14,0.00,N/A
104.21.4.123,4,4,0.00,27.14,0.00,N/A
172.66.170.48,4,4,0.00,27.15,0.00,N/A
172.66.144.22,4,4,0.00,27.15,0.00,N/A
104.18.71.45,4,4,0.00,27.15,0.00,N/A
104.16.254.130,4,4,0.00,27.16,0.00,N/A
104.27.8.14,4,4,0.00,27.16,0.00,N/A
104.21.42.113,4,4,0.00,27.17,0.00,N/A
104.26.13.45,4,4,0.00,27.17,0.00,N/A
104.21.39.120,4,4,0.00,27.18,0.00,N/A
104.25.182.253,4,4,0.00,27.18,0.00,N/A
104.25.62.204,4,4,0.00,27.19,0.00,N/A
104.19.45.55,4,4,0.00,27.19,0.00,N/A
172.65.168.205,4,4,0.00,27.20,0.00,N/A
104.24.255.189,4,4,0.00,27.20,0.00,N/A
104.20.61.53,4,4,0.00,27.22,0.00,N/A
104.21.37.98,4,4,0.00,27.22,0.00,N/A
104.17.2.48,4,4,0.00,27.23,0.00,N/A
104.21.115.153,4,4,0.00,27.23,0.00,N/A
172.64.32.139,4,4,0.00,27.23,0.00,N/A
104.18.54.247,4,4,0.00,27.25,0.00,N/A
104.25.59.187,4,4,0.00,27.26,0.00,N/A
104.21.111.179,4,4,0.00,27.27,0.00,N/A
104.19.13.97,4,4,0.00,27.28,0.00,N/A
172.67.129.116,4,4,0.00,27.28,0.00,N/A
104.21.116.222,4,4,0.00,27.28,0.00,N/A
162.159.60.153,4,4,0.00,27.28,0.00,N/A
162.159.206.74,4,4,0.00,27.29,0.00,N/A
104.16.150.48,4,4,0.00,27.30,0.00,N/A
104.21.46.244,4,4,0.00,27.31,0.00,N/A
104.18.160.146,4,4,0.00,27.31,0.00,N/A
104.18.16.208,4,4,0.00,27.32,0.00,N/A
172.67.118.108,4,4,0.00,27.32,0.00,N/A
172.66.143.177,4,4,0.00,27.32,0.00,N/A
104.27.27.61,4,4,0.00,27.33,0.00,N/A
162.159.141.134,4,4,0.00,27.33,0.00,N/A
104.21.117.208,4,4,0.00,27.34,0.00,N/A
104.18.255.241,4,4,0.00,27.35,0.00,N/A
104.19.136.58,4,4,0.00,27.35,0.00,N/A
162.159.130.29,4,4,0.00,27.35,0.00,N/A
104.18.205.124,4,4,0.00,27.36,0.00,N/A
104.16.93.87,4,4,0.00,27.36,0.00,N/A
104.18.226.202,4,4,0.00,27.36,0.00,N/A
104.25.58.128,4,4,0.00,27.38,0.00,N/A
104.24.249.137,4,4,0.00,27.39,0.00,N/A
162.159.51.170,4,4,0.00,27.39,0.00,N/A
104.19.222.149,4,4,0.00,27.41,0.00,N/A
104.19.178.51,4,4,0.00,27.41,0.00,N/A
172.66.166.74,4,4,0.00,27.42,0.00,N/A
104.18.221.29,4,4,0.00,27.42,0.00,N/A
104.21.32.35,4,4,0.00,27.43,0.00,N/A
104.19.187.242,4,4,0.00,27.43,0.00,N/A
104.21.43.185,4,4,0.00,27.44,0.00,N/A
104.21.38.139,4,4,0.00,27.44,0.00,N/A
104.21.44.15,4,4,0.00,27.46,0.00,N/A
104.21.31.90,4,4,0.00,27.47,0.00,N/A
104.20.11.71,4,4,0.00,27.47,0.00,N/A
104.27.92.206,4,4,0.00,27.48,0.00,N/A
104.18.12.22,4,4,0.00,27.48,0.00,N/A
162.159.207.175,4,4,0.00,27.48,0.00,N/A
104.17.59.199,4,4,0.00,27.48,0.00,N/A
172.66.168.6,4,4,0.00,27.49,0.00,N/A
104.21.91.142,4,4,0.00,27.51,0.00,N/A
104.16.160.179,4,4,0.00,27.51,0.00,N/A
104.25.68.77,4,4,0.00,27.51,0.00,N/A
104.21.85.199,4,4,0.00,27.53,0.00,N/A
104.16.32.98,4,4,0.00,27.53,0.00,N/A
104.16.95.225,4,4,0.00,27.53,0.00,N/A
104.19.213.3,4,4,0.00,27.54,0.00,N/A
104.17.169.10,4,4,0.00,27.55,0.00,N/A
104.19.122.47,4,4,0.00,27.56,0.00,N/A
104.27.76.104,4,4,0.00,27.56,0.00,N/A
104.21.35.208,4,4,0.00,27.56,0.00,N/A
104.17.6.26,4,4,0.00,27.57,0.00,N/A
104.19.128.93,4,4,0.00,27.58,0.00,N/A
104.25.210.44,4,4,0.00,27.58,0.00,N/A
104.21.21.15,4,4,0.00,27.58,0.00,N/A
104.19.125.151,4,4,0.00,27.59,0.00,N/A
104.25.2.145,4,4,0.00,27.59,0.00,N/A
104.16.113.83,4,4,0.00,27.60,0.00,N/A
104.16.139.65,4,4,0.00,27.62,0.00,N/A
104.17.175.133,4,4,0.00,27.63,0.00,N/A
104.19.227.252,4,4,0.00,27.63,0.00,N/A
104.19.245.187,4,4,0.00,27.64,0.00,N/A
104.19.118.30,4,4,0.00,27.64,0.00,N/A
104.21.232.222,4,4,0.00,27.65,0.00,N/A
104.20.60.104,4,4,0.00,27.65,0.00,N/A
104.24.250.159,4,4,0.00,27.66,0.00,N/A
104.19.230.189,4,4,0.00,27.67,0.00,N/A
162.159.44.52,4,4,0.00,27.67,0.00,N/A
172.66.206.54,4,4,0.00,27.68,0.00,N/A
104.17.3.87,4,4,0.00,27.69,0.00,N/A
104.17.14.57,4,4,0.00,27.71,0.00,N/A
104.16.177.37,4,4,0.00,27.72,0.00,N/A
104.19.225.88,4,4,0.00,27.73,0.00,N/A
104.25.165.176,4,4,0.00,27.74,0.00,N/A
104.21.25.2,4,4,0.00,27.74,0.00,N/A
104.21.28.72,4,4,0.00,27.75,0.00,N/A
104.19.229.106,4,4,0.00,27.75,0.00,N/A
104.26.14.164,4,4,0.00,27.75,0.00,N/A
104.20.57.109,4,4,0.00,27.75,0.00,N/A
104.19.156.130,4,4,0.00,27.76,0.00,N/A
172.66.132.199,4,4,0.00,27.77,0.00,N/A
104.21.86.22,4,4,0.00,27.77,0.00,N/A
104.18.242.169,4,4,0.00,27.78,0.00,N/A
172.64.149.89,4,4,0.00,27.78,0.00,N/A
172.66.136.243,4,4,0.00,27.78,0.00,N/A
104.20.44.158,4,4,0.00,27.79,0.00,N/A
104.16.228.187,4,4,0.00,27.79,0.00,N/A
104.19.224.171,4,4,0.00,27.80,0.00,N/A
172.66.153.141,4,4,0.00,27.81,0.00,N/A
104.17.87.203,4,4,0.00,27.81,0.00,N/A
104.16.216.245,4,4,0.00,27.82,0.00,N/A
104.18.240.79,4,4,0.00,27.82,0.00,N/A
104.17.51.91,4,4,0.00,27.82,0.00,N/A
104.17.152.33,4,4,0.00,27.82,0.00,N/A
104.19.214.115,4,4,0.00,27.84,0.00,N/A
104.18.166.134,4,4,0.00,27.84,0.00,N/A
104.16.224.212,4,4,0.00,27.85,0.00,N/A
162.159.56.189,4,4,0.00,27.85,0.00,N/A
104.19.203.45,4,4,0.00,27.87,0.00,N/A
104.21.84.92,4,4,0.00,27.88,0.00,N/A
104.18.236.15,4,4,0.00,27.88,0.00,N/A
104.21.27.218,4,4,0.00,27.89,0.00,N/A
104.19.107.227,4,4,0.00,27.89,0.00,N/A
104.21.227.110,4,4,0.00,27.89,0.00,N/A
104.27.5.61,4,4,0.00,27.90,0.00,N/A
172.65.182.114,4,4,0.00,27.90,0.00,N/A
104.20.13.215,4,4,0.00,27.92,0.00,N/A
104.16.202.24,4,4,0.00,27.92,0.00,N/A
104.20.31.141,4,4,0.00,27.93,0.00,N/A
104.16.173.171,4,4,0.00,27.94,0.00,N/A
104.19.116.123,4,4,0.00,27.94,0.00,N/A
104.18.190.55,4,4,0.00,27.95,0.00,N/A
104.18.164.128,4,4,0.00,27.95,0.00,N/A
172.64.144.168,4,4,0.00,27.96,0.00,N/A
104.20.16.126,4,4,0.00,27.97,0.00,N/A
104.19.223.18,4,4,0.00,27.98,0.00,N/A
104.21.19.24,4,4,0.00,27.98,0.00,N/A
104.16.47.12,4,4,0.00,27.98,0.00,N/A
104.19.199.181,4,4,0.00,27.99,0.00,N/A
104.18.192.229,4,4,0.00,28.01,0.00,N/A
104.19.11.171,4,4,0.00,28.02,0.00,N/A
104.21.88.218,4,4,0.00,28.03,0.00,N/A
104.19.21.142,4,4,0.00,28.03,0.00,N/A
104.21.80.114,4,4,0.00,28.04,0.00,N/A
104.20.4.61,4,4,0.00,28.04,0.00,N/A
104.20.48.79,4,4,0.00,28.04,0.00,N/A
104.16.159.7,4,4,0.00,28.05,0.00,N/A
104.21.83.241,4,4,0.00,28.05,0.00,N/A
104.19.81.190,4,4,0.00,28.06,0.00,N/A
104.19.9.39,4,4,0.00,28.08,0.00,N/A
104.17.155.26,4,4,0.00,28.10,0.00,N/A
172.66.200.93,4,4,0.00,28.11,0.00,N/A
172.64.87.241,4,4,0.00,28.11,0.00,N/A
104.18.227.189,4,4,0.00,28.11,0.00,N/A
104.21.78.119,4,4,0.00,28.11,0.00,N/A
104.21.76.50,4,4,0.00,28.13,0.00,N/A
104.17.31.185,4,4,0.00,28.14,0.00,N/A
104.19.4.232,4,4,0.00,28.14,0.00,N/A
104.18.232.77,4,4,0.00,28.15,0.00,N/A
172.65.244.76,4,4,0.00,28.15,0.00,N/A
172.66.217.223,4,4,0.00,28.16,0.00,N/A
104.17.28.246,4,4,0.00,28.16,0.00,N/A
104.19.193.88,4,4,0.00,28.17,0.00,N/A
104.17.101.210,4,4,0.00,28.17,0.00,N/A
104.19.104.230,4,4,0.00,28.17,0.00,N/A
104.17.72.188,4,4,0.00,28.17,0.00,N/A
104.20.56.228,4,4,0.00,28.18,0.00,N/A
104.21.81.59,4,4,0.00,28.18,0.00,N/A
104.16.252.246,4,4,0.00,28.18,0.00,N/A
104.16.51.244,4,4,0.00,28.18,0.00,N/A
104.19.251.98,4,4,0.00,28.19,0.00,N/A
172.65.50.211,4,4,0.00,28.19,0.00,N/A
104.19.162.107,4,4,0.00,28.19,0.00,N/A
104.21.79.60,4,4,0.00,28.19,0.00,N/A
104.19.240.253,4,4,0.00,28.20,0.00,N/A
162.159.242.68,4,4,0.00,28.20,0.00,N/A
104.20.32.90,4,4,0.00,28.20,0.00,N/A
162.159.33.147,4,4,0.00,28.20,0.00,N/A
104.16.109.116,4,4,0.00,28.21,0.00,N/A
104.27.98.43,4,4,0.00,28.21,0.00,N/A
104.19.202.2,4,4,0.00,28.21,0.00,N/A
104.27.207.83,4,4,0.00,28.24,0.00,N/A
104.17.26.201,4,4,0.00,28.24,0.00,N/A
104.17.212.40,4,4,0.00,28.24,0.00,N/A
104.19.190.212,4,4,0.00,28.25,0.00,N/A
104.16.199.14,4,4,0.00,28.25,0.00,N/A
104.18.132.208,4,4,0.00,28.26,0.00,N/A
104.27.192.242,4,4,0.00,28.26,0.00,N/A
104.17.94.176,4,4,0.00,28.26,0.00,N/A
104.27.97.206,4,4,0.00,28.27,0.00,N/A
104.18.28.202,4,4,0.00,28.27,0.00,N/A
104.27.112.84,4,4,0.00,28.27,0.00,N/A
104.17.176.84,4,4,0.00,28.28,0.00,N/A
104.19.248.146,4,4,0.00,28.29,0.00,N/A
104.17.188.253,4,4,0.00,28.29,0.00,N/A
104.19.121.12,4,4,0.00,28.29,0.00,N/A
104.18.212.103,4,4,0.00,28.30,0.00,N/A
172.65.46.89,4,4,0.00,28.30,0.00,N/A
104.19.91.46,4,4,0.00,28.31,0.00,N/A
104.19.20.164,4,4,0.00,28.32,0.00,N/A
104.20.28.180,4,4,0.00,28.32,0.00,N/A
104.17.15.158,4,4,0.00,28.33,0.00,N/A
104.21.74.129,4,4,0.00,28.33,0.00,N/A
104.19.126.223,4,4,0.00,28.34,0.00,N/A
104.19.82.185,4,4,0.00,28.35,0.00,N/A
104.18.217.150,4,4,0.00,28.36,0.00,N/A
104.19.171.215,4,4,0.00,28.36,0.00,N/A
104.21.72.144,4,4,0.00,28.37,0.00,N/A
104.16.136.219,4,4,0.00,28.37,0.00,N/A
162.159.50.128,4,4,0.00,28.38,0.00,N/A
104.19.55.137,4,4,0.00,28.38,0.00,N/A
104.17.150.41,4,4,0.00,28.39,0.00,N/A
172.65.43.98,4,4,0.00,28.40,0.00,N/A
104.19.85.250,4,4,0.00,28.40,0.00,N/A
104.21.67.142,4,4,0.00,28.40,0.00,N/A
104.27.49.90,4,4,0.00,28.41,0.00,N/A
104.20.27.146,4,4,0.00,28.41,0.00,N/A
104.18.177.35,4,4,0.00,28.42,0.00,N/A
104.21.63.162,4,4,0.00,28.42,0.00,N/A
104.17.174.139,4,4,0.00,28.42,0.00,N/A
104.19.188.251,4,4,0.00,28.42,0.00,N/A
104.21.68.16,4,4,0.00,28.43,0.00,N/A
172.65.248.124,4,4,0.00,28.43,0.00,N/A
104.20.18.6,4,4,0.00,28.47,0.00,N/A
104.19.54.81,4,4,0.00,28.48,0.00,N/A
104.19.119.242,4,4,0.00,28.49,0.00,N/A
162.159.57.133,4,4,0.00,28.49,0.00,N/A
104.19.247.36,4,4,0.00,28.50,0.00,N/A
104.19.197.199,4,4,0.00,28.50,0.00,N/A
104.27.86.121,4,4,0.00,28.50,0.00,N/A
104.25.79.174,4,4,0.00,28.50,0.00,N/A
104.17.12.144,4,4,0.00,28.51,0.00,N/A
104.19.75.69,4,4,0.00,28.51,0.00,N/A
162.159.11.254,4,4,0.00,28.51,0.00,N/A
104.19.14.155,4,4,0.00,28.53,0.00,N/A
172.66.138.13,4,4,0.00,28.55,0.00,N/A
104.17.34.136,4,4,0.00,28.55,0.00,N/A
104.19.110.29,4,4,0.00,28.55,0.00,N/A
104.21.58.198,4,4,0.00,28.55,0.00,N/A
104.19.183.120,4,4,0.00,28.57,0.00,N/A
162.159.0.26,4,4,0.00,28.57,0.00,N/A
104.27.47.175,4,4,0.00,28.58,0.00,N/A
104.19.167.77,4,4,0.00,28.58,0.00,N/A
104.19.63.139,4,4,0.00,28.58,0.00,N/A
104.18.193.154,4,4,0.00,28.59,0.00,N/A
104.20.58.66,4,4,0.00,28.60,0.00,N/A
104.16.246.185,4,4,0.00,28.62,0.00,N/A
